NCIt Code	SwissProt ID	NCIt Preferred Name
C104568	P40261	Nicotinamide N-Methyltransferase
C30138	P43490	Nicotinamide Phosphoribosyltransferase
C112839	Q15274	Nicotinate-Nucleotide Pyrophosphorylase [Carboxylating]
C28645	P14543	Nidogen-1
C107106	Q14112	Nidogen-2
C74462	Q9UHC9	Niemann-Pick C1-Like Protein 1
C88936	Q7Z2Y5	Nik-Related Protein Kinase
C97670	Q8N4C6	Ninein
C75744	Q6KC79	Nipped-B-Like Protein
C101383	Q9Y2I1	Nischarin
C38563	P29475	Nitric Oxide Synthase, Brain
C38571	P29474	Nitric Oxide Synthase, Endothelial
C38565	P35228	Nitric Oxide Synthase, Inducible
C126585	Q86X76	Nitrilase Homolog 1
C104364	P26715	NKG2-A/NKG2-B Type II Integral Membrane Protein
C113254	P26717	NKG2-C Type II Integral Membrane Protein
C105582	Q9BZM6	NKG2D Ligand 1
C105591	Q9BZM5	NKG2D Ligand 2
C105594	Q9BZM4	NKG2D Ligand 3
C101752	P26718	NKG2-D Type II Integral Membrane Protein
C17693	P30414	NK-Tumor Recognition Protein
C126593	Q86UT6	NLR Family Member X1
C73697	Q9NQR1	N-Lysine Methyltransferase KMT5A
C17379	P04198	N-Myc Proto-Oncogene Protein
C118223	Q13519	Nociceptin
C96045	Q96S42	Nodal Homolog
C118345	Q8NDF8	Non-Canonical PolyA RNA Polymerase PAPD5
C19934	P05114	Non-Histone Chromosomal Protein HMG-14
C16693	P05204	Non-Histone Chromosomal Protein HMG-17
C88515	Q9H9Q4	Nonhomologous End-Joining Factor 1
C75740	Q7RTP0	Non-Imprinted In Prader-Willi/Angelman Syndrome Region Protein 1
C75741	Q8N8Q9	Non-Imprinted In Prader-Willi/Angelman Syndrome Region Protein 2
C104426	Q9HCG7	Non-Lysosomal Glucosylceramidase
C71445	Q15233	Non-POU Domain-Containing Octamer-Binding Protein
C101548	P29597	Non-Receptor Tyrosine-Protein Kinase TYK2
C113611	Q7Z6K4	Notch-Regulated Ankyrin Repeat-Containing Protein
C33984	Q16288	NT-3 Growth Factor Receptor
C126573	O60285	NUAK Family SNF1-Like Kinase 1
C150323	Q13342	Nuclear Body Protein SP140
C38400	Q12857	Nuclear Factor 1 A-Type
C38402	O00712	Nuclear Factor 1 B-Type
C38404	P08651	Nuclear Factor 1 C-Type
C38406	Q14938	Nuclear Factor 1 X-Type
C54255	Q16236	Nuclear Factor Erythroid 2-Related Factor 2
C84454	Q16649	Nuclear Factor Interleukin-3-Regulated Protein
C18550	Q00653	Nuclear Factor NF-kappa-B p100 Subunit
C94300	P19838	Nuclear Factor NF-kappa-B p105 Subunit
C131127	P19838	Nuclear Factor NF-kappa-B p50 Subunit
C129923	Q00653	Nuclear Factor NF-kappa-B p52 Subunit
C93134	O94916	Nuclear Factor of Activated T-Cells 5
C93137	O95644	Nuclear Factor of Activated T-Cells, Cytoplasmic 1
C93140	Q13469	Nuclear Factor of Activated T-Cells, Cytoplasmic 2
C93151	Q12968	Nuclear Factor of Activated T-Cells, Cytoplasmic 3
C93160	Q14934	Nuclear Factor of Activated T-Cells, Cytoplasmic 4
C33985	Q14980	Nuclear Mitotic Apparatus Protein 1
C101489	P57740	Nuclear Pore Complex Protein Nup107
C33986	P35658	Nuclear Pore Complex Protein Nup214
C150286	Q8N1F7	Nuclear Pore Complex Protein Nup93
C21184	P52948	Nuclear Pore Complex Protein Nup98
C136697	P52948	Nuclear Pore Complex Protein Nup98-Nup96
C140040	E9PQR5	Nuclear Pore Complex-Interacting Protein Family Member B8
C17977	Q15788	Nuclear Receptor Coactivator 1
C19888	Q15596	Nuclear Receptor Coactivator 2
C18172	Q9Y6Q9	Nuclear Receptor Coactivator 3
C19886	Q13772	Nuclear Receptor Coactivator 4
C33996	Q9HCD5	Nuclear Receptor Coactivator 5
C33997	Q14686	Nuclear Receptor Coactivator 6
C18285	O75376	Nuclear Receptor Corepressor 1
C19891	Q9Y618	Nuclear Receptor Corepressor 2
C29881	P35398	Nuclear Receptor ROR-Alpha
C104247	P51449	Nuclear Receptor ROR-Gamma
C106314	P51449	Nuclear Receptor ROR-Gamma T
C75866	P51843	Nuclear Receptor Subfamily 0 Group B Member 1
C34000	Q15466	Nuclear Receptor Subfamily 0 Group B Member 2
C101740	P20393	Nuclear Receptor Subfamily 1 Group D Member 1
C101743	Q14995	Nuclear Receptor Subfamily 1 Group D Member 2
C127844	O75469	Nuclear Receptor Subfamily 1 Group I Member 2
C107474	Q14994	Nuclear Receptor Subfamily 1 Group I Member 3
C106599	P49116	Nuclear Receptor Subfamily 2 Group C Member 2
C17813	P10588	Nuclear Receptor Subfamily 2 Group F Member 6
C30088	P22736	Nuclear Receptor Subfamily 4 Group A Member 1
C96009	Q92570	Nuclear Receptor Subfamily 4 Group A Member 3
C112512	O00482	Nuclear Receptor Subfamily 5 Group A Member 2
C33980	Q9UHY1	Nuclear Receptor-Binding Protein
C17929	P48552	Nuclear Receptor-Interacting Protein 1
C126616	Q9NQ35	Nuclear Receptor-Interacting Protein 3
C104692	P23511	Nuclear Transcription Factor Y Subunit Alpha
C131147	Q05952	Nuclear Transition Protein 2
C93121	P67809	Nuclease-Sensitive Element-Binding Protein 1
C126505	Q9BXS6	Nucleolar and Spindle-Associated Protein 1
C147963	P17480	Nucleolar Transcription Factor 1
C105663	P19338	Nucleolin
C127899	P31483	Nucleolysin TIA-1 Isoform p40
C97857	P12270	Nucleoprotein TPR
C17314	P15531	Nucleoside Diphosphate Kinase A
C92504	P56597	Nucleoside Diphosphate Kinase Homolog 5
C137970	Q12830	Nucleosome-Remodeling Factor Subunit BPTF
C89003	Q9H173	Nucleotide Exchange Factor SIL1
C113088	Q9Y239	Nucleotide-Binding Oligomerization Domain-Containing Protein 1
C74449	Q9HC29	Nucleotide-Binding Oligomerization Domain-Containing Protein 2
C111942	Q96BF6	Nucleus Accumbens-Associated Protein 2
C92707	Q86Y26	NUT Family Member 1
C101100	Q8IVF1	NUT Family Member 2A
C101103	A6NNL0	NUT Family Member 2B
C131202	Q8N323	NXPE Family Member 1
C113594	Q6UX06	Olfactomedin-4
C34010	P47890	Olfactory Receptor 1G1
C134690	Q9Y5P0	Olfactory Receptor 51B4
C132108	Q9H255	Olfactory Receptor 51E2
C68577	Q13516	Oligodendrocyte Transcription Factor 2 Protein
C127848	O60890	Oligophrenin-1
C132338	Q12774	Oncogene TIM Protein
C20499	P13725	Oncostatin-M
C34019	Q99650	Oncostatin-M-Specific Receptor Subunit Beta
C113119	Q9NZT2	Opioid Growth Factor Receptor
C116962	Q14982	Opioid-Binding Protein/Cell Adhesion Molecule
C119642	Q96CV9	Optineurin
C75881	O75665	Oral-Facial-Digital Syndrome 1 Protein
C106421	O43612	Orexin
C34011	Q13415	Origin Recognition Complex Subunit 1
C34014	Q13416	Origin Recognition Complex Subunit 2
C34015	Q9UBD5	Origin Recognition Complex Subunit 3
C34016	O43929	Origin Recognition Complex Subunit 4
C34017	O43913	Origin Recognition Complex Subunit 5
C34018	Q9Y5N6	Origin Recognition Complex Subunit 6
C75884	P00480	Ornithine Carbamoyltransferase, Mitochondrial
C38931	P11926	Ornithine Decarboxylase
C104592	P02818	Osteocalcin
C97682	Q99983	Osteomodulin
C46082	P10451	Osteopontin
C124954	Q96G74	OTU Domain-Containing Protein 5
C26206	Q15743	Ovarian Cancer G-Protein Coupled Receptor 1
C80109	P41217	OX-2 Membrane Glycoprotein
C26315	Q9BUP3	Oxidoreductase HTATIP2
C125580	Q969R2	Oxysterol-Binding Protein 2
C148556	Q9BXB5	Oxysterol-Binding Protein-Related Protein 10
C132115	Q13133	Oxysterols Receptor LXR-Alpha
C2283	P01178	Oxytocin
C128464	P01178	Oxytocin-Neurophysin 1
C131356	Q04671	P Protein
C112488	P41231	P2Y Purinoceptor 2
C97685	Q86VZ1	P2Y Purinoceptor 8
C94769	Q96FX8	p53 Apoptosis Effector Related to PMP-22
C121116	Q9HCN2	p53-Regulated Apoptosis-Inducing Protein 1
C118330	Q15645	Pachytene Checkpoint Protein 2 Homolog
C106276	P15863	Paired Box Protein Pax-1
C73692	Q02962	Paired Box Protein Pax-2
C30123	P23760	Paired Box Protein Pax-3
C30124	Q02548	Paired Box Protein Pax-5
C75890	P26367	Paired Box Protein Pax-6
C30137	P23759	Paired Box Protein Pax-7
C97690	Q06710	Paired Box Protein Pax-8
C140002	P55771	Paired Box Protein Pax-9
C98032	P54821	Paired Mesoderm Homeobox Protein 1
C97726	Q99453	Paired Mesoderm Homeobox Protein 2B
C79793	Q9Y3E9	Palladin
C105939	Q9NP74	Palmdelphin
C131512	Q9UIJ5	Palmitoyltransferase ZDHHC2
C118249	P52945	Pancreas/Duodenum Homeobox Protein 1
C104100	P10645	Pancreastatin
C129913	P01298	Pancreatic Hormone
C129914	P01298	Pancreatic Icosapeptide
C129912	P01298	Pancreatic Prohormone
C17448	P00995	Pancreatic Secretory Trypsin Inhibitor
C91825	Q13219	Pappalysin-1
C43572	Q6P1J9	Parafibromin
C41027	P01270	Parathyroid Hormone
C20447	P12272	Parathyroid Hormone-Related Protein
C125529	Q8TEW0	Partitioning Defective 3 Homolog
C30122	Q9NPB6	Partitioning Defective 6 Homolog Alpha
C84991	Q86YC2	Partner and Localizer of BRCA2
C116706	Q8IV76	PAS Domain-Containing Protein 1
C132045	Q96RG2	PAS Domain-Containing Serine/Threonine-Protein Kinase
C112872	Q9GZU2	Paternally-Expressed Gene 3 Protein
C104208	P49023	Paxillin
C112904	Q6ZW49	PAX-Interacting Protein 1
C112901	Q9BTK6	PAXIP1-Associated Glutamate-Rich Protein 1
C34097	O75475	PC4 and SFRS1-Interacting Protein Isoform 1
C34096	O75475	PC4 and SFRS1-Interacting Protein Isoform 2
C105697	Q96JY6	PDZ and LIM Domain Protein 2
C118550	Q53GG5	PDZ and LIM Domain Protein 3
C29870	P50479	PDZ and LIM Domain Protein 4
C33907	Q13113	PDZK1-Interacting Protein 1
C148622	A6NKB5	Pecanex-Like Protein 2
C119682	P26022	Pentraxin-Related Protein PTX3
C104812	P10082	Peptide YY
C115181	P23284	Peptidyl-Prolyl Cis-Trans Isomerase B
C118133	Q08752	Peptidyl-Prolyl Cis-Trans Isomerase D
C118236	P30405	Peptidyl-Prolyl Cis-Trans Isomerase F, Mitochondrial
C102485	P62942	Peptidyl-Prolyl Cis-Trans Isomerase FKBP1A
C105831	Q13451	Peptidyl-Prolyl Cis-Trans Isomerase FKBP5
C104390	Q14318	Peptidyl-Prolyl Cis-Trans Isomerase FKBP8
C143129	O95302	Peptidyl-Prolyl Cis-Trans Isomerase FKBP9
C120050	Q13526	Peptidyl-Prolyl Cis-Trans Isomerase NIMA-Interacting 1
C97741	P14222	Perforin-1
C97902	Q15154	Pericentriolar Material 1 Protein
C116428	Q99541	Perilipin-2
C97723	O15534	Period Circadian Protein Homolog 1
C101424	Q15063	Periostin
C75902	Q01453	Peripheral Myelin Protein 22
C116657	Q13162	Peroxiredoxin-4
C96443	Q99424	Peroxisomal Acyl-Coenzyme A Oxidase 2
C114366	P51659	Peroxisomal Multifunctional Enzyme Type 2
C91751	Q07869	Peroxisome Proliferator-Activated Receptor Alpha
C96462	Q03181	Peroxisome Proliferator-Activated Receptor Delta
C34077	P37231	Peroxisome Proliferator-Activated Receptor Gamma
C116295	Q9UBK2	Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-Alpha
C122780	Q9UBK2	Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-Alpha Isoform 4
C101768	Q86YN6	Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-Beta
C118539	Q8IYB4	PEX5-Related Protein
C101358	O60346	PH Domain Leucine-Rich Repeat-Containing Protein Phosphatase 1
C107127	Q6ZVD8	PH Domain Leucine-Rich Repeat-Containing Protein Phosphatase 2
C106060	Q9BVI0	PHD Finger Protein 20
C98037	Q9BUL5	PHD Finger Protein 23
C101451	Q8IWS0	PHD Finger Protein 6
C29589	Q9NSD9	Phenylalanyl-tRNA Ligase Beta Subunit
C34067	Q13794	Phorbol-12-Myristate-13-Acetate-Induced Protein 1
C30161	P20941	Phosducin
C105018	Q86VZ5	Phosphatidylcholine:Ceramide Cholinephosphotransferase 1
C105027	Q8NHU3	Phosphatidylcholine:Ceramide Cholinephosphotransferase 2
C104967	Q9UBM1	Phosphatidylethanolamine N-Methyltransferase
C18181	P60484	Phosphatidylinositol 3,4,5-Trisphosphate 3-Phosphatase and Dual-Specificity Protein Phosphatase PTEN
C95113	Q92835	Phosphatidylinositol 3,4,5-Trisphosphate 5-Phosphatase 1
C104986	Q92835	Phosphatidylinositol 3,4,5-Trisphosphate 5-Phosphatase 1 Isoform 3
C95296	Q8TCU6	Phosphatidylinositol 3,4,5-Trisphosphate-Dependent Rac Exchanger 1 Protein
C102519	Q70Z35	Phosphatidylinositol 3,4,5-Trisphosphate-Dependent Rac Exchanger 2 Protein
C114363	Q8NEB9	Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3
C97735	P27986	Phosphatidylinositol 3-Kinase Regulatory Subunit Alpha
C101285	O00459	Phosphatidylinositol 3-Kinase Regulatory Subunit Beta
C30168	P42336	Phosphatidylinositol 4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha Isoform
C30170	P42338	Phosphatidylinositol 4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta Isoform
C113631	O00329	Phosphatidylinositol 4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta Isoform
C30171	P48736	Phosphatidylinositol 4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma Isoform
C30172	Q92569	Phosphatidylinositol 4,5-Bisphosphate 3-Kinase Regulatory Subunit Gamma
C30173	Q9UBF8	Phosphatidylinositol 4-Kinase Beta
C102944	O00750	Phosphatidylinositol 4-Phosphate 3-Kinase C2 Domain-Containing Subunit Beta
C102947	O75747	Phosphatidylinositol 4-Phosphate 3-Kinase C2 Domain-Containing Subunit Gamma
C34024	P48426	Phosphatidylinositol 5-Phosphate 4-Kinase Type-2 Alpha
C34025	P78356	Phosphatidylinositol 5-Phosphate 4-Kinase Type-2 Beta
C39282	Q9H490	Phosphatidylinositol Glycan Anchor Biosynthesis Class U Protein
C95927	P37287	Phosphatidylinositol N-Acetylglucosaminyltransferase Subunit A
C84436	Q13492	Phosphatidylinositol-Binding Clathrin Assembly Protein
C104794	Q07326	Phosphatidylinositol-Glycan Biosynthesis Class F Protein
C114566	Q6VY07	Phosphofurin Acidic Cluster Sorting Protein 1
C105855	P00558	Phosphoglycerate Kinase 1
C132327	P18669	Phosphoglycerate Mutase 1
C111793	A6NDG6	Phosphoglycolate Phosphatase
C147051	Q6ZUJ8	Phosphoinositide 3-Kinase Adapter Protein 1
C124256	Q8WYR1	Phosphoinositide 3-Kinase Regulatory Subunit 5
C104973	P04054	Phospholipase A2
C34063	P14555	Phospholipase A2, Membrane Associated
C34075	O14494	Phospholipid Phosphatase 1
C105943	O14495	Phospholipid Phosphatase 3
C153058	Q9HDD0	Phospholipid-Metabolizing Enzyme A-C1
C26081	Q9NTI2	Phospholipid-Transporting ATPase IB
C114665	P98198	Phospholipid-Transporting ATPase ID
C30118	Q9NYK0	Phosphoprotein Associated with Glycosphingolipid-Enriched Microdomains
C113278	Q9Y617	Phosphoserine Aminotransferase
C106085	Q92508	Piezo-Type Mechanosensitive Ion Channel Component 1
C106088	Q9H5I5	Piezo-Type Mechanosensitive Ion Channel Component 2
C105708	Q8N414	PiggyBac Transposable Element-Derived Protein 5
C101645	P36955	Pigment Epithelium-Derived Factor
C97216	Q96BK5	PIN2/TERF1-Interacting Telomerase Inhibitor 1
C75893	Q99697	Pituitary Homeobox 2
C133871	P28069	Pituitary-Specific Positive Transcription Factor 1
C28666	P49763	Placenta Growth Factor
C126117	P49763	Placental Growth Factor Isoform 1
C90307	Q9NZF1	Placenta-Specific Gene 8 Protein
C95409	P03952	Plasma Kallikrein
C113767	Q16720	Plasma Membrane Calcium-Transporting ATPase 3
C17324	P05154	Plasma Serine Protease Inhibitor
C103954	Q9BX97	Plasmalemma Vesicle-Associated Protein
C16994	P00747	Plasminogen
C16947	P05121	Plasminogen Activator Inhibitor 1
C16948	P05120	Plasminogen Activator Inhibitor 2
C17511	P13796	Plastin-2
C20810	P02775	Platelet Basic Protein
C17402	P16284	Platelet Endothelial Cell Adhesion Molecule
C20811	P02776	Platelet Factor 4
C18400	P16671	Platelet Glycoprotein 4
C126554	P14770	Platelet Glycoprotein IX
C126557	P40197	Platelet Glycoprotein V
C126548	P07359	Platelet Membrane Glycoprotein 1b Alpha Chain
C126551	P13224	Platelet Membrane Glycoprotein 1b Beta Chain
C122066	Q13093	Platelet-Activating Factor Acetylhydrolase
C75887	P43034	Platelet-Activating Factor Acetylhydrolase IB Subunit Alpha
C97896	P68402	Platelet-Activating Factor Acetylhydrolase IB Subunit Beta
C104751	Q9NRA1	Platelet-Derived Growth Factor C
C124880	Q9GZP0	Platelet-Derived Growth Factor D
C30163	P16234	Platelet-Derived Growth Factor Receptor Alpha
C30164	P09619	Platelet-Derived Growth Factor Receptor Beta
C30165	Q15198	Platelet-Derived Growth Factor Receptor-Like Protein
C30162	P04085	Platelet-Derived Growth Factor Subunit A
C20449	P01127	Platelet-Derived Growth Factor Subunit B
C150303	O94827	Pleckstrin Homology Domain-Containing Family G Member 5
C21246	O00496	Pleckstrin Homology-Like Domain Family A Member 2
C132185	Q6NSJ2	Pleckstrin Homology-Like Domain Family B Member 3
C122743	Q15149	Plectin
C20452	P21246	Pleiotrophin
C104092	Q8IUK5	Plexin Domain-Containing Protein 1
C113627	O60486	Plexin-C1
C114412	Q9Y4D7	Plexin-D1
C53622	Q96S41	PML/RARA Fusion Protein
C21477	P54277	PMS1 Protein Homolog 1
C106450	O00592	Podocalyxin
C104787	Q86YL7	Podoplanin
C115000	Q7Z3K3	Pogo Transposable Element With ZNF Domain
C118556	P15151	Poliovirus Receptor
C48215	P09874	Poly [ADP-Ribose] Polymerase 1
C104102	P09874	Poly [ADP-Ribose] Polymerase 1 p85
C104720	Q9UGN5	Poly [ADP-Ribose] Polymerase 2
C147980	Q9Y6F1	Poly [ADP-Ribose] Polymerase 3
C38947	P51003	Poly(A) Polymerase Alpha
C38949	Q9NRJ5	Poly(A) Polymerase Beta
C38951	Q9BWT3	Poly(A) Polymerase Gamma
C152103	O95453	Poly(A)-Specific Ribonuclease PARN
C95867	Q15365	Poly(rC)-Binding Protein 1
C143074	P11940	Polyadenylate-Binding Protein 1
C17480	P35226	Polycomb Complex Protein BMI-1
C101725	O75530	Polycomb Protein EED
C19870	Q9VHA0	Polycomb Protein Scm
C73547	Q15022	Polycomb Protein SUZ12
C114555	Q8TDX9	Polycystic Kidney Disease Protein 1-Like 1
C150297	Q7Z442	Polycystic Kidney Disease Protein 1-Like 2
C75896	P98161	Polycystin-1
C151998	Q8IXK2	Polypeptide N-Acetylgalactosaminyltransferase 12
C124945	Q92562	Polyphosphoinositide Phosphatase
C114438	O95758	Polypyrimidine Tract-Binding Protein 3
C97530	Q92989	Polyribonucleotide 5'-Hydroxyl-Kinase Clp1
C91290	Q8TCS8	Polyribonucleotide Nucleotidyltransferase 1, Mitochondrial
C38432	P0CG47	Polyubiquitin-B
C38435	P0CG48	Polyubiquitin-C
C29584	Q9UHJ9	Post-GPI Attachment to Proteins Factor 2
C150293	Q96FM1	Post-GPI Attachment to Proteins Factor 3
C94677	Q7Z418	Potassium Channel Subfamily K Member 18
C75624	P51787	Potassium Voltage-Gated Channel Subfamily KQT Member 1
C97732	Q16633	POU Domain Class 2-Associating Factor 1
C17521	P14859	POU Domain, Class 2, Transcription Factor 1
C17539	P09086	POU Domain, Class 2, Transcription Factor 2
C98199	P20265	POU Domain, Class 3, Transcription Factor 2
C61142	Q01860	POU Domain, Class 5, Transcription Factor 1
C97878	Q9HBE1	POZ-, AT Hook-, and Zinc Finger-Containing Protein 1
C34092	O75626	PR Domain Zinc Finger Protein 1
C97738	Q9HAZ2	PR Domain Zinc Finger Protein 16
C143123	Q13029	PR Domain Zinc Finger Protein 2
C34093	Q9UKN5	PR Domain Zinc Finger Protein 4
C97319	P40424	Pre-B-Cell Leukemia Transcription Factor 1
C30139	P40426	Pre-B-Cell Leukemia Transcription Factor 3
C104733	Q96AQ6	Pre-B-Cell Leukemia Transcription Factor-Interacting Protein 1
C96447	P02545	Prelamin-A/C
C97456	Q6UN15	Pre-mRNA 3'-End-Processing Factor FIP1
C143092	Q6NWY9	Pre-mRNA-Processing Factor 40 Homolog B
C21498	O75934	Pre-mRNA-Splicing Factor SPF27
C116280	Q15007	Pre-mRNA-Splicing Regulator WTAP
C113250	P07492	Pre-Progastrin-Releasing Peptide
C118222	Q13519	Prepronociceptin
C148313	P09683	Prepro-Secretin
C95117	P49768	Presenilin-1
C95122	P49768	Presenilin-2
C131240	Q5JRX3	Presequence Protease, Mitochondrial
C126760	Q96MT3	Prickle-Like Protein 1
C21529	Q2TBC4	Prickle-Like Protein 4
C30120	Q96IZ0	PRKC Apoptosis WT1 Regulator Protein
C134684	Q9NRD5	PRKCA-Binding Protein
C106441	P07602	Proactivator Polypeptide
C97459	Q13206	Probable ATP-Dependent RNA Helicase DDX10
C118357	Q9UHI6	Probable ATP-Dependent RNA Helicase DDX20
C107453	Q9H8H2	Probable ATP-Dependent RNA Helicase DDX31
C151915	Q9UJV9	Probable ATP-Dependent RNA Helicase DDX41
C97462	P17844	Probable ATP-Dependent RNA Helicase DDX5
C106435	Q9Y2R4	Probable ATP-Dependent RNA Helicase DDX52
C101421	O95786	Probable ATP-Dependent RNA Helicase DDX58
C18187	P26196	Probable ATP-Dependent RNA Helicase DDX6
C131754	Q96SM3	Probable Carboxypeptidase X1
C106468	Q86UW9	Probable E3 Ubiquitin-Protein Ligase DTX2
C88943	O75592	Probable E3 Ubiquitin-Protein Ligase MYCBP2
C91268	Q14669	Probable E3 Ubiquitin-Protein Ligase TRIP12
C19857	P28370	Probable Global Transcription Activator SNF2L1
C19846	P51531	Probable Global Transcription Activator SNF2L2
C113542	Q96P66	Probable G-Protein Coupled Receptor 101
C125464	Q5T848	Probable G-Protein Coupled Receptor 158
C152020	Q9UJ42	Probable G-Protein Coupled Receptor 160
C26205	O75388	Probable G-Protein Coupled Receptor GPR32
C124951	Q7Z333	Probable Helicase Senataxin
C105163	Q9H8P0	Probable Polyprenol Reductase
C17519	P04016	Probable Protein E4, Human Papillomavirus Type 11
C17502	P06922	Probable Protein E4, Human Papillomavirus Type 16
C17500	P06927	Probable Protein E5, Human Papillomavirus Type 16
C101576	Q93008	Probable Ubiquitin Carboxyl-Terminal Hydrolase FAF-X
C118373	P35070	Probetacellulin
C126496	P01210	Proenkephalin-A
C118403	P01133	Pro-Epidermal Growth Factor
C118410	O14944	Proepiregulin
C125446	P07737	Profilin-1
C17075	P06401	Progesterone Receptor
C128315	P06401	Progesterone Receptor Isoform A
C136747	P01275	Proglucagon
